id,season,home_team_goal,away_team_goal,date,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,name,name,team_long_name,team_short_name,team_long_name,team_short_name
12173,2013/2014,1,1,2013-11-10 00:00:00,35644,39422,27679,27719,39345,73999,35643,154246,33816,32748,41413,39599,79013,184132,26171,43341,317717,39334,21446,11685,30638,488958,Italy,Italy Serie A,Parma,PAR,Lazio,LAZ
12174,2013/2014,1,1,2013-11-10 00:00:00,32746,34305,30928,22337,24622,96398,30682,114558,155738,39447,264842,414788,293205,39696,73024,96532,74034,182606,27685,215725,364520,41542,Italy,Italy Serie A,Roma,ROM,Sassuolo,SAS
12175,2013/2014,1,1,2013-11-24 00:00:00,27691,231753,27721,42308,41930,170667,26214,182776,39450,41475,113792,42422,42388,31300,197352,19352,199833,30930,50189,98254,41199,30991,Italy,Italy Serie A,Bologna,BOL,Inter,INT
12176,2013/2014,0,1,2013-11-23 00:00:00,105828,178603,39440,42691,97502,282775,39194,24516,245572,30709,42491,50669,42008,39304,26223,25519,15732,42651,39487,68436,38920,42482,Italy,Italy Serie A,Hellas Verona,VER,Chievo Verona,CHI
12177,2013/2014,0,2,2013-11-24 00:00:00,181920,39643,39569,244816,79256,41369,163557,41329,362115,111794,177688,30717,96616,49939,41884,42645,248453,30731,41890,111862,38817,33030,Italy,Italy Serie A,Livorno,LIV,Juventus,JUV
12178,2013/2014,1,1,2013-11-23 00:00:00,34530,39555,24970,34952,30603,30598,57124,30905,41044,41411,108808,181910,39549,24792,41869,178120,39222,41629,299411,188054,46374,30881,Italy,Italy Serie A,Milan,ACM,Genoa,GEN
12179,2013/2014,0,1,2013-11-23 00:00:00,30660,39535,34029,114769,49860,30966,25818,150330,25597,193441,25759,35644,39422,27679,27719,40686,56585,35643,73999,33816,195199,32748,Italy,Italy Serie A,Napoli,NAP,Parma,PAR
12180,2013/2014,0,0,2013-11-25 00:00:00,32746,34305,46875,22337,177874,96398,30682,114558,264842,155738,37950,42478,24414,74009,103266,281760,24405,27672,89079,41326,79253,172644,Italy,Italy Serie A,Roma,ROM,Cagliari,CAG
12181,2013/2014,1,1,2013-11-24 00:00:00,155246,25587,184999,24793,41865,27702,163919,172899,121044,206695,24491,39599,40001,26171,43341,39562,317717,39334,66890,11685,27657,488958,Italy,Italy Serie A,Sampdoria,SAM,Lazio,LAZ
12182,2013/2014,2,0,2013-11-24 00:00:00,414788,293205,39696,73024,182765,74034,182606,215725,166595,364520,41542,39170,39201,39726,24403,24500,27671,49940,39207,29587,35421,206242,Italy,Italy Serie A,Sassuolo,SAS,Atalanta,ATA
12183,2013/2014,4,1,2013-11-24 00:00:00,42692,46820,39419,34008,130155,73977,41432,31672,41269,161660,155257,39415,28907,41412,291655,37768,30907,110378,42579,166509,33640,156097,Italy,Italy Serie A,Torino,TOR,Catania,CAT
12184,2013/2014,1,0,2013-11-24 00:00:00,157284,179791,19249,41318,202341,27731,41404,30983,210278,422685,27734,176186,144999,38458,178955,24536,27694,37545,38433,37824,38699,155066,Italy,Italy Serie A,Udinese,UDI,Fiorentina,FIO
12185,2013/2014,1,1,2013-12-01 00:00:00,39170,38922,104744,24403,39229,27663,49940,27671,24500,29587,35421,32746,34305,46875,22337,177874,26472,30682,114558,264842,37950,128020,Italy,Italy Serie A,Atalanta,ATA,Roma,ROM
12186,2013/2014,2,2,2013-12-01 00:00:00,42478,24414,74009,103266,281760,24405,89079,41326,41433,172644,79253,414788,39299,39696,73024,96532,74034,182606,215725,364520,166595,74044,Italy,Italy Serie A,Cagliari,CAG,Sassuolo,SAS
12187,2013/2014,1,3,2013-12-01 00:00:00,39415,230476,281019,18880,239350,166509,30907,110378,18733,115297,33640,265273,57124,18823,34952,30603,24507,30598,39367,36121,41044,108808,Italy,Italy Serie A,Catania,CAT,Milan,ACM
12188,2013/2014,3,0,2013-12-01 00:00:00,50669,42008,39304,26223,25519,42651,68436,15732,39487,161662,38920,181920,244816,39569,120132,79256,56992,163557,41329,42393,111794,27613,Italy,Italy Serie A,Chievo Verona,CHI,Livorno,LIV
12189,2013/2014,4,3,2013-12-02 00:00:00,176186,144999,38458,178955,39719,206322,32751,38433,37824,38699,155066,105828,168569,42691,39763,22283,178603,282775,24516,245572,30709,40601,Italy,Italy Serie A,Fiorentina,FIO,Hellas Verona,VER
12190,2013/2014,1,1,2013-11-30 00:00:00,181910,39549,24792,39284,178120,39222,41629,46374,323385,72518,30881,42692,150670,39419,34008,46820,41432,31672,155257,39357,41269,161660,Italy,Italy Serie A,Genoa,GEN,Torino,TOR
12191,2013/2014,1,1,2013-12-01 00:00:00,42422,42388,31300,197352,19352,199833,30930,50189,30460,41199,30991,155246,25587,184999,24793,41865,27702,163919,172899,181995,,24491,Italy,Italy Serie A,Inter,INT,Sampdoria,SAM
12192,2013/2014,1,0,2013-12-01 00:00:00,30717,30902,24235,41884,42645,49939,30731,41890,41892,33030,38817,157284,179791,19249,41318,202341,41404,188652,30983,210278,422685,27734,Italy,Italy Serie A,Juventus,JUV,Udinese,UDI
12193,2013/2014,2,4,2013-12-02 00:00:00,39599,39562,40001,26171,43341,57067,38393,21446,11685,281999,66890,30660,39535,34029,114769,49860,30966,25818,193441,25597,150330,25759,Italy,Italy Serie A,Lazio,LAZ,Napoli,NAP
12194,2013/2014,1,1,2013-11-30 00:00:00,35644,39422,40621,27679,33816,213366,35643,73999,40686,32748,195199,27691,231753,27721,42308,41930,26214,170667,182776,39450,24789,27690,Italy,Italy Serie A,Parma,PAR,Bologna,BOL
12195,2013/2014,0,2,2013-12-06 00:00:00,27691,42308,27721,24443,41930,26214,170667,182776,39450,41475,27690,30717,30902,49543,41884,109298,49939,248453,41890,41497,38717,39540,Italy,Italy Serie A,Bologna,BOL,Juventus,JUV
12196,2013/2014,2,1,2013-12-08 00:00:00,42478,24414,74009,103266,210704,24405,27672,41433,71768,79253,35575,181910,39549,24792,41869,178120,39222,41694,46374,188054,72518,30881,Italy,Italy Serie A,Cagliari,CAG,Genoa,GEN
12197,2013/2014,2,1,2013-12-08 00:00:00,105828,178603,168569,42691,39763,282775,199916,24516,245572,30709,213317,39170,24403,104744,24484,24500,27663,49940,195413,195414,35421,244835,Italy,Italy Serie A,Hellas Verona,VER,Atalanta,ATA
12198,2013/2014,3,3,2013-12-08 00:00:00,42422,42388,25526,197352,19352,30930,239219,50189,30460,41199,30991,35644,39422,40621,27679,33816,56585,35643,73999,40686,32748,195199,Italy,Italy Serie A,Inter,INT,Parma,PAR
12199,2013/2014,2,2,2013-12-07 00:00:00,181920,79256,39643,163557,244816,362115,56992,41369,317156,111794,27613,265273,57124,24970,30453,30603,24507,30598,39367,36121,41044,108808,Italy,Italy Serie A,Livorno,LIV,Milan,ACM
12200,2013/2014,3,3,2013-12-07 00:00:00,172157,39535,155050,34029,32579,30940,25818,193441,25597,150330,25759,157284,179791,19249,41318,30983,188652,41404,202341,210278,422685,362194,Italy,Italy Serie A,Napoli,NAP,Udinese,UDI
12201,2013/2014,2,1,2013-12-08 00:00:00,32746,34305,46875,22337,177874,114558,30682,96398,264842,155738,37950,176186,144999,38458,178955,24536,32751,27694,38433,155066,39719,38699,Italy,Italy Serie A,Roma,ROM,Fiorentina,FIO
12202,2013/2014,2,0,2013-12-08 00:00:00,155246,25587,184999,24793,41865,27702,163919,172899,,181995,24491,30143,230476,291655,41412,18880,239350,166509,30907,42579,115297,21410,Italy,Italy Serie A,Sampdoria,SAM,Catania,CAT
12203,2013/2014,0,1,2013-12-08 00:00:00,414788,293205,39696,73024,96532,74034,182606,215725,364520,166595,41542,50669,42008,39304,26223,25519,15732,42651,39487,68436,38920,42482,Italy,Italy Serie A,Sassuolo,SAS,Chievo Verona,CHI
12204,2013/2014,1,0,2013-12-08 00:00:00,42692,46820,150670,34008,130155,73977,41432,31672,39357,161660,41269,39599,39562,35244,26171,79013,38393,11685,317717,21446,66890,281999,Italy,Italy Serie A,Torino,TOR,Lazio,LAZ
12205,2013/2014,0,0,2013-12-14 00:00:00,30143,230476,41412,18880,28907,39267,42579,30907,18733,21410,166509,105828,22283,39440,42691,39763,178603,39194,24516,245572,30709,42491,Italy,Italy Serie A,Catania,CAT,Hellas Verona,VER
12206,2013/2014,0,1,2013-12-15 00:00:00,50669,39273,39304,26223,42008,15732,42651,39487,42482,38920,68436,155246,25587,184999,24793,163918,27702,121960,172899,121044,181995,,Italy,Italy Serie A,Chievo Verona,CHI,Sampdoria,SAM
12207,2013/2014,3,0,2013-12-15 00:00:00,176186,144999,38458,178955,155066,27694,38433,47373,39719,147951,38699,27691,41930,42308,27721,182776,24546,170667,39450,41475,429988,113792,Italy,Italy Serie A,Fiorentina,FIO,Bologna,BOL
12208,2013/2014,1,1,2013-12-15 00:00:00,181910,39549,24504,39284,39222,41629,154239,46374,275122,30881,188054,39170,38922,39207,24484,24500,195414,49940,27671,127460,29587,35421,Italy,Italy Serie A,Genoa,GEN,Atalanta,ATA
12209,2013/2014,4,0,2013-12-15 00:00:00,30717,30902,24235,41884,109298,49939,248453,111862,41497,38817,33030,414788,293205,39696,39299,96532,182606,74034,210932,215725,27685,41542,Italy,Italy Serie A,Juventus,JUV,Sassuolo,SAS
12210,2013/2014,2,0,2013-12-15 00:00:00,39599,39562,26171,35244,43341,11685,38393,21446,66890,26294,30638,181920,39643,163557,244816,79256,56992,317156,41369,362115,111794,27613,Italy,Italy Serie A,Lazio,LAZ,Livorno,LIV
12211,2013/2014,2,2,2013-12-16 00:00:00,34530,288613,24970,34952,30603,57124,30598,30905,24507,41044,108808,32746,34305,46875,22337,177874,26472,30682,114558,37950,154249,155738,Italy,Italy Serie A,Milan,ACM,Roma,ROM
12212,2013/2014,4,2,2013-12-15 00:00:00,172157,39535,155050,34029,32579,25818,30940,150330,193441,46104,25759,42422,42388,25526,31300,19352,199833,30930,50189,98254,41199,30991,Italy,Italy Serie A,Napoli,NAP,Inter,INT
12213,2013/2014,0,0,2013-12-15 00:00:00,35644,39422,40621,27679,33816,213366,35643,27599,40686,32748,195199,42478,24414,74009,103266,210704,27672,41433,89079,71768,79253,34633,Italy,Italy Serie A,Parma,PAR,Cagliari,CAG
12214,2013/2014,0,2,2013-12-15 00:00:00,157284,179791,19249,265275,30983,188652,41404,202341,210278,422685,27734,42692,150670,253088,34008,46820,39376,41432,31672,39357,41269,161660,Italy,Italy Serie A,Udinese,UDI,Torino,TOR
12215,2013/2014,1,4,2013-12-22 00:00:00,39170,42650,39726,39207,39229,127460,49940,27671,24500,29587,35421,30717,30902,24235,41884,30474,49939,248453,41890,111862,38817,33030,Italy,Italy Serie A,Atalanta,ATA,Juventus,JUV
12216,2013/2014,1,0,2013-12-22 00:00:00,27691,41930,27721,24443,39450,26214,170667,182776,41475,42425,113792,181910,39549,24504,41869,178120,39222,41629,154239,46374,30881,275122,Italy,Italy Serie A,Bologna,BOL,Genoa,GEN
12217,2013/2014,1,1,2013-12-21 00:00:00,42478,24414,361946,103266,210704,24405,27672,41433,41326,79253,34633,30660,39535,155050,34029,32579,30940,30966,150330,25597,193441,25759,Italy,Italy Serie A,Cagliari,CAG,Napoli,NAP
12218,2013/2014,4,1,2013-12-22 00:00:00,105828,22283,39440,42691,39763,178603,282775,24516,245572,30709,42491,39599,39562,26171,35244,66890,39334,11685,317717,38393,26294,30638,Italy,Italy Serie A,Hellas Verona,VER,Lazio,LAZ
12219,2013/2014,1,0,2013-12-22 00:00:00,42422,42388,31300,197352,19352,30460,30930,199833,98254,41199,30991,34530,288613,24970,34952,26522,57124,30598,30905,212645,41044,108808,Italy,Italy Serie A,Inter,INT,Milan,ACM
12220,2013/2014,1,2,2013-12-21 00:00:00,181920,79256,244816,163557,39643,73047,41369,56992,41329,111794,27613,157284,179791,19249,41318,30983,188652,41404,346000,210278,362194,27734,Italy,Italy Serie A,Livorno,LIV,Udinese,UDI
12221,2013/2014,4,0,2013-12-22 00:00:00,32746,34305,46875,22337,177874,26472,96398,37950,30714,155738,154249,30143,230476,41412,281019,28907,39267,42579,30907,18733,21410,166509,Italy,Italy Serie A,Roma,ROM,Catania,CAT
12222,2013/2014,1,1,2013-12-22 00:00:00,155246,25587,184999,24793,163918,163919,27702,121044,150410,181995,,35644,39422,27679,27719,33816,213366,35643,73999,40686,38827,195199,Italy,Italy Serie A,Sampdoria,SAM,Parma,PAR
12223,2013/2014,0,1,2013-12-22 00:00:00,414788,39299,39696,293205,96532,399549,182606,215725,364520,166595,32597,176186,144999,178955,27411,24536,32751,27694,38433,147951,38699,39719,Italy,Italy Serie A,Sassuolo,SAS,Fiorentina,FIO
12224,2013/2014,4,1,2013-12-22 00:00:00,42692,253088,150670,34008,46820,39376,41432,73977,39357,41269,161660,50669,39304,173509,42008,39273,42003,42651,39487,25519,38920,109121,Italy,Italy Serie A,Torino,TOR,Chievo Verona,CHI
12225,2013/2014,2,0,2014-01-06 00:00:00,30143,230476,281019,18880,28907,39267,41694,30907,18733,37273,166509,27691,42308,27721,24443,38148,26214,41841,182776,39450,113792,42425,Italy,Italy Serie A,Catania,CAT,Bologna,BOL
12226,2013/2014,0,0,2014-01-05 00:00:00,50669,42008,39304,26223,39273,42003,42651,39487,25519,38920,24448,40648,24414,74009,103266,281760,24405,71768,41433,41326,35575,79253,Italy,Italy Serie A,Chievo Verona,CHI,Cagliari,CAG
12227,2013/2014,1,0,2014-01-05 00:00:00,176186,113318,38458,178955,155066,27694,37545,38433,39719,147951,38699,181920,362115,244816,39569,120132,79256,362113,41369,56992,41329,27613,Italy,Italy Serie A,Fiorentina,FIO,Livorno,LIV
12228,2013/2014,2,0,2014-01-06 00:00:00,181910,178120,41655,41869,39284,39222,41629,154239,46374,30881,275122,414788,293205,39696,96645,96532,74034,182606,215725,364520,41542,27685,Italy,Italy Serie A,Genoa,GEN,Sassuolo,SAS
12229,2013/2014,3,0,2014-01-05 00:00:00,30717,30902,24235,41884,30474,49939,30731,248453,111862,38817,33030,32746,34305,46875,22337,177874,96398,30682,114558,37950,30714,155738,Italy,Italy Serie A,Juventus,JUV,Roma,ROM
12230,2013/2014,1,0,2014-01-06 00:00:00,150747,39562,27660,35244,43341,11685,57067,39334,21446,66890,30638,42422,25526,31300,197352,19352,25772,30930,50189,98254,41199,30991,Italy,Italy Serie A,Lazio,LAZ,Inter,INT
12231,2013/2014,3,0,2014-01-06 00:00:00,34530,288613,24970,30453,30603,299799,30598,39367,41044,41411,33974,39170,39207,94326,24500,39726,127460,42650,27671,49940,35421,29587,Italy,Italy Serie A,Milan,ACM,Atalanta,ATA
12232,2013/2014,2,0,2014-01-06 00:00:00,172157,39535,155050,34029,32579,30940,25818,150330,46104,193441,25759,155246,25587,184999,24793,163918,163919,27702,172899,121044,181995,,Italy,Italy Serie A,Napoli,NAP,Sampdoria,SAM
12233,2013/2014,3,1,2014-01-06 00:00:00,35644,39422,154264,27679,27719,213366,35643,73999,40686,38827,195199,42692,253088,150670,34008,46820,73977,41432,31672,39357,41269,161660,Italy,Italy Serie A,Parma,PAR,Torino,TOR
12234,2013/2014,1,3,2014-01-06 00:00:00,157284,19249,41318,179791,202341,30983,210278,362194,188652,41404,27734,105828,39763,22283,39440,42691,24516,178603,282775,40601,213317,30709,Italy,Italy Serie A,Udinese,UDI,Hellas Verona,VER
12235,2013/2014,2,1,2014-01-12 00:00:00,212630,94326,39726,24484,24500,27663,27671,39207,127460,29587,35421,30143,230476,281019,18880,239350,39267,41694,30907,18733,37273,166509,Italy,Italy Serie A,Atalanta,ATA,Catania,CAT
12236,2013/2014,0,0,2014-01-11 00:00:00,27691,42308,27721,73841,41930,24789,24546,39450,182776,41475,27690,150747,185925,27660,35244,66890,39334,11685,57067,21446,230190,30638,Italy,Italy Serie A,Bologna,BOL,Lazio,LAZ
12237,2013/2014,1,4,2014-01-12 00:00:00,40648,24414,74009,103266,281760,27672,24405,71768,41326,35575,79253,30717,96616,24235,41884,30474,49939,30731,248453,111862,33030,38817,Italy,Italy Serie A,Cagliari,CAG,Juventus,JUV
12238,2013/2014,0,3,2014-01-12 00:00:00,105828,22283,42691,39440,39763,178603,282775,24516,245572,30709,42491,172157,39535,155050,34029,49860,25818,30940,150330,25597,46104,25759,Italy,Italy Serie A,Hellas Verona,VER,Napoli,NAP
12239,2013/2014,1,1,2014-01-13 00:00:00,42422,42388,31300,197352,19352,25772,30930,50189,98254,239219,30991,50669,39273,42008,39304,26223,25519,42003,15732,39487,38920,109121,Italy,Italy Serie A,Inter,INT,Chievo Verona,CHI
12240,2013/2014,0,3,2014-01-11 00:00:00,181920,39569,163557,244816,239964,362113,41369,56992,362115,41329,27613,35644,39345,154264,27679,33816,213366,35643,73999,40686,38827,41413,Italy,Italy Serie A,Livorno,LIV,Parma,PAR
12241,2013/2014,4,0,2014-01-12 00:00:00,32746,34305,30928,46875,177874,96398,114558,41433,264842,30714,37950,181910,39549,41869,39284,178120,41629,67008,39222,46374,154239,42041,Italy,Italy Serie A,Roma,ROM,Genoa,GEN
12242,2013/2014,3,0,2014-01-13 00:00:00,155246,25587,184999,24793,41865,27702,121044,172899,181995,206695,,106294,179791,19249,41318,30983,188652,27731,202341,210278,31614,27734,Italy,Italy Serie A,Sampdoria,SAM,Udinese,UDI
12243,2013/2014,4,3,2014-01-12 00:00:00,414788,96532,293205,112476,215725,399549,74034,210932,364520,166595,32597,34530,288613,34952,24970,30603,299799,30598,39367,41044,33974,108808,Italy,Italy Serie A,Sassuolo,SAS,Milan,ACM
12244,2013/2014,0,0,2014-01-12 00:00:00,42692,253088,150670,34008,46820,73977,41816,31672,39357,41269,27733,176186,144999,38458,178955,113318,47373,37545,38433,37824,155066,147951,Italy,Italy Serie A,Torino,TOR,Fiorentina,FIO
12245,2013/2014,2,0,2013-09-01 00:00:00,39170,42650,39726,26315,39229,195414,27671,49940,127460,35421,206242,42692,150670,33422,34008,46820,73977,41432,155257,130155,165624,161660,Italy,Italy Serie A,Atalanta,ATA,Torino,TOR
12246,2013/2014,2,2,2013-09-01 00:00:00,27691,41930,42308,27721,25922,170667,39450,41841,41475,42425,27690,155246,184999,27702,41865,25587,163919,121044,121960,163918,,172899,Italy,Italy Serie A,Bologna,BOL,Sampdoria,SAM
12247,2013/2014,0,3,2013-09-01 00:00:00,39415,28907,41412,18880,115297,39267,110378,24459,21410,37273,166509,42422,42388,25526,197352,19352,41199,30930,239219,98254,50189,30991,Italy,Italy Serie A,Catania,CAT,Inter,INT
12248,2013/2014,2,4,2013-08-31 00:00:00,50669,39273,173509,26223,25519,15732,42651,42482,39487,38920,109121,30660,39535,34029,114769,50074,25818,30966,150330,41658,193441,25759,Italy,Italy Serie A,Chievo Verona,CHI,Napoli,NAP
12249,2013/2014,2,5,2013-09-01 00:00:00,181910,299411,24792,41869,46374,39222,41694,72518,31725,41542,30881,176186,144999,38458,27411,24536,37545,32751,27694,38433,38699,27326,Italy,Italy Serie A,Genoa,GEN,Fiorentina,FIO
12250,2013/2014,4,1,2013-08-31 00:00:00,30717,30902,24235,41884,30474,49939,30731,248453,111862,38817,38717,39599,185925,184132,26171,43341,57067,38393,21446,66890,11685,30638,Italy,Italy Serie A,Juventus,JUV,Lazio,LAZ
12251,2013/2014,3,1,2013-09-01 00:00:00,34530,39555,24970,30453,30603,30598,57124,30905,24507,33974,108808,42502,27672,74009,112476,281760,24405,120221,41433,71768,79253,35575,Italy,Italy Serie A,Milan,ACM,Cagliari,CAG
12252,2013/2014,3,0,2013-09-01 00:00:00,32746,34305,46875,22337,24622,96398,30682,114558,264842,30714,37950,105828,178603,39440,42691,22283,282775,39194,24516,40601,30709,213317,Italy,Italy Serie A,Roma,ROM,Hellas Verona,VER
12253,2013/2014,1,4,2013-09-01 00:00:00,27560,96532,96645,79262,32597,210932,399549,27685,231093,166595,70440,181920,120132,163557,244816,79256,56992,41329,42393,41369,27613,177688,Italy,Italy Serie A,Sassuolo,SAS,Livorno,LIV
12254,2013/2014,3,1,2013-09-01 00:00:00,106294,265275,19249,179791,30983,192325,188652,41404,202341,196484,27734,35644,39422,27719,27679,40686,27599,39428,73999,33816,38827,32748,Italy,Italy Serie A,Udinese,UDI,Parma,PAR
12255,2013/2014,1,0,2014-01-19 00:00:00,212630,42650,39726,24484,24500,27663,39207,27671,127460,29587,35421,42478,24414,74009,103266,281760,24405,27672,71768,41326,172644,79253,Italy,Italy Serie A,Atalanta,ATA,Cagliari,CAG
12256,2013/2014,0,3,2014-01-19 00:00:00,30143,281019,77767,18880,239350,39267,156793,30907,18733,37273,166509,176186,144999,38458,178955,24536,47373,37545,38433,155066,41411,39719,Italy,Italy Serie A,Catania,CAT,Fiorentina,FIO
12257,2013/2014,1,0,2014-01-19 00:00:00,34530,288613,24970,34952,30603,24507,30598,72656,41044,33974,108808,105828,168569,39440,42691,39763,178603,199916,24516,245572,42387,42491,Italy,Italy Serie A,Milan,ACM,Hellas Verona,VER
12258,2013/2014,1,0,2014-01-19 00:00:00,181910,39549,41655,39284,178120,154239,161661,46374,188054,30881,244966,42422,42388,31300,197352,19352,25772,30930,98254,50189,30991,30549,Italy,Italy Serie A,Genoa,GEN,Inter,INT
12259,2013/2014,2,3,2014-01-19 00:00:00,157284,179791,19249,41318,30983,192325,27731,210278,346000,31614,27734,150747,27660,35244,40001,185925,317717,38393,66890,11685,30638,27657,Italy,Italy Serie A,Udinese,UDI,Lazio,LAZ
12260,2013/2014,3,0,2014-01-18 00:00:00,32746,71500,46875,22337,177874,96398,30682,114558,155738,154249,37950,181920,239964,120132,39569,244816,362115,362113,56992,317156,41329,27613,Italy,Italy Serie A,Roma,ROM,Livorno,LIV
12261,2013/2014,2,2,2014-01-19 00:00:00,27691,42308,27721,73841,41930,39450,26214,24546,182776,41475,27690,172157,39535,155050,34029,32579,25818,30940,150330,25597,46104,25759,Italy,Italy Serie A,Bologna,BOL,Napoli,NAP
12262,2013/2014,1,2,2014-01-19 00:00:00,50669,42008,39304,26223,39273,42003,42651,39487,25519,109121,38920,35644,39422,40621,27679,33816,56585,35643,73999,40686,38827,32748,Italy,Italy Serie A,Chievo Verona,CHI,Parma,PAR
